"Title","URL","Description","h1 headings","h2 headings","h3 headings","h4 headings","Title length","Description length","Response time","Content","Link count","Word count","Possible duplicates","Internal backlinks","Last modified","Robots","Canonical","Image count","Image weight","Depth","Internal links","External links","Redirects to here"
"Import Figma - Createwithplay","https://docs.createwithplay.com/en/articles/import-figma","","Import Figma","Overview, Authorizing Figma within Play, Importing Designs from Figma, Considerations, Questions or Comments","The Golden Rules, Importing Assets from Figma, Importing Text from Figma, Importing UI from Figma, General Best Practices, Troubleshooting, Coming soon!","","29","0","0.45415 s","345kb","54","816","","225","","","https://docs.createwithplay.com/en/articles/import-figma","7","15kb","1","113","0","0"
"Import Figma Assets - Createwithplay","https://docs.createwithplay.com/en/articles/import-figma-assets","Best practices for importing Figma images and SVGs into Play.","Import Figma Assets","Overview, Images, SVGs","Rectangles, Frames, Cropping and Masks, Why are SVGs in Play sometimes blurry?","","36","61","0.40966 s","332kb","41","476","","214","","","https://docs.createwithplay.com/en/articles/import-figma-assets","7","15kb","1","100","0","0"
"Billing & Payments - Createwithplay","https://docs.createwithplay.com/en/articles/billing-payment","","Billing & Payments","Overview, Play's Web Dashboard, Canceling Plans, View Invoices","","","35","0","0.45461 s","304kb","33","251","","180","","","https://docs.createwithplay.com/en/articles/billing-payment","7","15kb","1","91","0","0"
"Admin Questions - Createwithplay","https://docs.createwithplay.com/en/articles/administrative-questions","","Admin Questions","Create Account, Change Password, Delete Data, Change Team Ownership, Report a Bug, Check Notifications","","","32","0","0.42851 s","326kb","39","541","","189","","","https://docs.createwithplay.com/en/articles/administrative-questions","7","15kb","1","98","0","0"
"Share Design File - Createwithplay","https://docs.createwithplay.com/en/articles/share-design-file","Share a design file privately or publicly.","Share Design File","Overview, Generate an Editor Link","Editor Links for Drafts, From the Lobby, From the Editor","","34","42","0.57516 s","319kb","34","443","","197","","","https://docs.createwithplay.com/en/articles/share-design-file","7","15kb","1","93","0","0"
"Teams and Managing Members - Createwithplay","https://docs.createwithplay.com/en/articles/teams-and-members","Description of your new file.","Teams and Managing Members","Overview, Remove a Team Member","","","43","29","0.51570 s","302kb","31","286","","229","","","https://docs.createwithplay.com/en/articles/teams-and-members","7","15kb","1","89","0","0"
"Import Figma UI - Createwithplay","https://docs.createwithplay.com/en/articles/import-figma-ui","Best practices for importing components and pages into Play.","Import Figma UI","Overview, Using Auto Layout, Components, Pages","Making Designs Responsive, Designs without Auto Layout","","32","60","0.73685 s","321kb","40","488","","207","","","https://docs.createwithplay.com/en/articles/import-figma-ui","7","15kb","1","99","0","0"
"Updating Play for iOS  - Createwithplay","https://docs.createwithplay.com/en/articles/updating-i-os","","Updating Play for iOS","","","","39","0","0.88140 s","298kb","26","166","","169","","","https://docs.createwithplay.com/en/articles/updating-i-os","7","15kb","1","85","0","0"
"Connection Troubleshooting - Createwithplay","https://docs.createwithplay.com/en/articles/connection-troubleshooting","Unfortunately, software can sometimes be finicky. We've highlighted some common issues with Play and some potential fixes you can try yourself before reaching out to a member of our team (support@createwithplay.com).","Connection Troubleshooting","Internet Connection Issues, VPNs, Firewalls, Unsubscribed, Unknown Issues","","","43","216","0.85775 s","325kb","44","494","","192","","","https://docs.createwithplay.com/en/articles/connection-troubleshooting","7","15kb","1","102","0","0"
"VPN Exemptions - Createwithplay","https://docs.createwithplay.com/en/articles/vpn-exemptions","Considerations for SSL-Pinned application compatibility with VPN clients.","VPN Exemptions","Overview, Exempting Domains in ZScaler, Detailed Directions Here, Exempting Domains in Palo Alto GlobalProtect, Detailed Directions Here, Exempting Domains in Cisco AnyConnect with Umbrella, Exempting Domains in NordVPN, Exempting Domains in SurfShark, Exempting Domains in Norton Secure VPN, Conclusion","","","31","73","0.86748 s","389kb","79","692","","192","","","https://docs.createwithplay.com/en/articles/vpn-exemptions","7","15kb","1","137","0","0"
"Actions - Createwithplay","https://docs.createwithplay.com/en/articles/actions","Actions are responses to a fired trigger.","Actions","Overview","","","24","41","0.68484 s","345kb","206","462","","740","","","https://docs.createwithplay.com/en/articles/actions","14","30kb","1","322","0","0"
"Export SDK to Xcode - Createwithplay","https://docs.createwithplay.com/en/articles/export-sdk","Export your Play project to Xcode with Play's SDK.","Export SDK to Xcode","Overview, Publishing to a New Xcode Project, Publishing to an Existing Xcode Project","Step 1: Configure Your Package, Step 2: Review Names and Implementation, Step 3: Export to Xcode, Step 1: Configure Your Package, Step 2: Review Names and Implementation, Step 3: Export to Xcode","Export As, Project Type, Include Assets in Your Module, Module Name, Renaming Best Practices, Export As, Include Assets in Your Module, Module Name, Renaming Best Practices","36","50","0.87879 s","406kb","57","1128","","171","","","https://docs.createwithplay.com/en/articles/export-sdk","7","15kb","1","116","0","0"
"Implement in Xcode - Createwithplay","https://docs.createwithplay.com/en/articles/implement-sdk","Implement Play's SwiftUI or UIKit package in an Xcode project.","Implement in Xcode","Overview, SwiftUI Implementation, UIKit Implementation","Pages, Components, Variables, Use Global Variables, Styles, Assets, Pages, Components, Variables, Styles, Assets","Load Page, Update Page Images and Text, Use Page Variables, Load Component, Update Component Images and Text, Change States, Use Component Variables, Use Global Variables, Color, Type, Spacing, Radius, Gradient, Image, Video, Font, Load Page, Update Page Images and Text, Use Page Variables, Load Component, Update Component Images and Text, Change States, Use Component Variables, Use Global Variables, Color, Type, Spacing, Radius, Gradient, Image, Video, Font","35","62","0.62744 s","913kb","108","1398","","273","","","https://docs.createwithplay.com/en/articles/implement-sdk","7","15kb","2","167","0","0"
"Paid Plans & Upgrades - Createwithplay","https://docs.createwithplay.com/en/articles/plans-and-upgrades","Description of your new file.","Paid Plans & Upgrades","Overview, Play's Web Dashboard, Upgrading, Downgrading, and Canceling Plans, Student Discounts","Paid Plans","","38","29","0.78506 s","324kb","38","690","","41","","","https://docs.createwithplay.com/en/articles/plans-and-upgrades","7","15kb","2","96","0","0"
"Code Panel - Createwithplay","https://docs.createwithplay.com/en/articles/code-panel","Export your layout and interactions in SwiftUI code","Code Panel","Overview, Play SDK, SwiftUI, Properties, Hierarchy","Design Mode Code, Interaction Mode Code, Design Mode Properties, Interaction Mode Properties","","27","51","0.83101 s","364kb","48","986","","357","","","https://docs.createwithplay.com/en/articles/code-panel","7","15kb","2","107","0","0"
"Update SDK in Xcode - Createwithplay","https://docs.createwithplay.com/en/articles/update-sdk","Update a Play SwiftUI or UIKit package in an Xcode project","Update SDK in Xcode","Overview, Export to an Existing Xcode Project","","","36","58","0.94726 s","308kb","22","292","","277","","","https://docs.createwithplay.com/en/articles/update-sdk","7","15kb","2","81","0","0"
"Arrays - Createwithplay","https://docs.createwithplay.com/en/articles/arrays","A variable that holds an ordered collection of data.","Arrays","Overview, Array Struct | Apple Developer, What is Array? | Geeks for Geeks, Creating an Array, Accessing Values in an Array, Editing an Array, Resources, Sorting a List, Add & Remove Items, Updating a Cart","Accessing One Value, Accessing Multiple Value, Set Array Action, Array Properties in the Expression Editor","Append, Count, Contains, Filter Items By, First, First Index Of, Item, Is Empty, Last, Remove, Remove All, Remove First, Remove Last, Remove By, Remove First By, Remove Last By","23","52","0.60154 s","598kb","74","1176","","2341","","","https://docs.createwithplay.com/en/articles/arrays","7","15kb","2","133","0","0"
"External Data - Createwithplay","https://docs.createwithplay.com/en/articles/external-data","Pull in external data from an API or JSON file.","External Data","Overview, Loading your API or JSON File, Accessing the Response, Displaying a Value","Saving the Response as a Dictionary Variable, Displaying Multiple Values","","30","47","0.79494 s","424kb","39","1019","","2231","","","https://docs.createwithplay.com/en/articles/external-data","7","15kb","2","98","0","0"
"Custom Prefabs - Createwithplay","https://docs.createwithplay.com/en/articles/custom-prefabs","Create your own reusable interactions to make prototyping faster.","Custom Prefabs","Overview, Creating a Prefab, New Prefab from Scratch, Editing Custom Prefabs, Custom Prefab Controls, Creating a Prefab Control, Connecting a Prefab Control, Prefab Variables","","","31","65","0.85326 s","356kb","40","710","","2233","","","https://docs.createwithplay.com/en/articles/custom-prefabs","7","15kb","2","99","0","0"
"Native Alert Overview - Createwithplay","https://docs.createwithplay.com/en/articles/native-alert","Combine Alert triggers with Alert actions to create a native alert shown with a Show Alert action.","Native Alert Overview","Overview, First: Add an Alert Trigger, Add Alert Items, Add Input Text Field Actions, Display the Alert, Resources, Alert Trigger, Alert Action, Alert Text Field Action, Show Alert Action, Reload Alert Action","Adding Actions to Alert Actions","","38","98","0.65492 s","353kb","48","533","","2237","","","https://docs.createwithplay.com/en/articles/native-alert","7","15kb","2","107","0","0"
"Native Menu Overview - Createwithplay","https://docs.createwithplay.com/en/articles/native-menu","Combine Menu triggers with Sub Menu and Menu actions to create a native menu.","Native Menu Overview","Overview, First: Add a Menu Trigger, Add Menu Items for a Basic Menu, Add Submenu Actions for Sections or Submenus, Resources, Button Menu Trigger, Context Menu Trigger, Bar Item Menu Trigger, Sub Menu Action, Menu Action, Reload Menu Action","Styling a Basic Menu, Adding Actions to Menu Actions, Default, Palette, Inline","Large & Default, Medium & Default, Small & Default, Palette, Inline","37","77","0.73745 s","417kb","63","917","","2270","","","https://docs.createwithplay.com/en/articles/native-menu","7","15kb","2","122","0","0"
"Timer Overview - Createwithplay","https://docs.createwithplay.com/en/articles/timer-interactions","A timer is a device that counts time in seconds. In Play, there are several interaction nodes related to timers.","Timer Overview","Timer Trigger, Timer Node, Start and Stop Timer Actions","","","31","112","0.70430 s","329kb","30","449","","2204","","","https://docs.createwithplay.com/en/articles/timer-interactions","7","15kb","2","89","0","0"
"Audio Overview - Createwithplay","https://docs.createwithplay.com/en/articles/audio","Play’s Audio support lets you upload audio files into your projects and use them in your prototypes. Audio files don’t have an element type like images or videos that you need to add to the page as an object. Instead, audio files live in your project’s asset library and can be targeted using audio actions.","Audio Overview","Play and Pause, Fast Forward or Rewind, Track the Audio’s Progress, Restart and Skip Songs, Speed up or slow down, Control the Volume, Repeat a sound effect, Balance Audio between Earbuds","Sync a Waveform with an Audio File, Scrubbing forward and back, Label the Current Time, Label the Total Length, Control the Volume with a Slider, Mute the Volume","","31","307","0.78493 s","346kb","50","1239","","2278","","","https://docs.createwithplay.com/en/articles/audio","7","15kb","2","108","0","0"
"Rive Overview - Createwithplay","https://docs.createwithplay.com/en/articles/rive-overview","","Rive Overview","Overview, Upload Rive Files, Use Data Binding, Learn more about Rive / Set View Model actions, Learn more about View Models in Rive, Learn more about Rive / Data Model Property actions, Learn more about Data Model Properties in Rive, Learn more about Rive / Set Data Model List actions, Learn more about Data Model Lists in Rive, Learn more about Rive Event triggers, Set Playback, Inputs, and More, Learn more about Set Rive Playback actions, Learn more about Rive Animations, Learn more about Set Rive Input actions, Learn more about Inputs and State Machines in Rive, Learn more about Set Rive Artboard actions, Learn more about Artboards in Rive, Learn more about Rive / Set Text actions, Learn more about Text Runs in Rive, Learn more about Set Rive Mute actions, Learn more about Set Rive Volume actions, Learn more about Rive Event triggers, Learn more about Rive Events","Set a View Model Instance, Set a Data Model Property, Set a Data Model List, Trigger Interactions when Bound Data Changes, Set Playback, Set Input, Set Artboard, Set Text, Set Audio, Rive Event","","30","0","0.84034 s","371kb","62","882","","2272","","","https://docs.createwithplay.com/en/articles/rive-overview","7","15kb","2","120","0","0"
"Delay - Createwithplay","https://docs.createwithplay.com/en/articles/delay","A helper that applies a delay to multiple actions at once.","Delay","Overview, Delay Properties, Resources, Learn Interactions 2.0","Time","","22","58","0.51092 s","308kb","36","178","","106","","","https://docs.createwithplay.com/en/articles/delay","7","15kb","2","94","0","0"
"Animate - Createwithplay","https://docs.createwithplay.com/en/articles/animate","A helper that applies animation settings to multiple actions at once.","Animate","Overview, Anatomy of an Animate Block, Animate Properties, Resources, Learn Interactions 2.0","Delay, Duration, Easing","","24","69","0.79393 s","322kb","42","302","","114","","","https://docs.createwithplay.com/en/articles/animate","7","15kb","2","101","0","0"
"Manage Assets - Createwithplay","https://docs.createwithplay.com/en/articles/manage-assets","Upload and manage images, SVGs, videos, fonts, and JSON files.","Manage Assets","Overview, Upload Assets, Manage Assets","Library, Drag and Drop, From an Element","","30","62","0.63641 s","327kb","41","371","","211","","","https://docs.createwithplay.com/en/articles/manage-assets","7","15kb","2","100","0","0"
"Set Variable - Createwithplay","https://docs.createwithplay.com/en/articles/set-variable-action","An action that changes the value of a variable.","Set Variable","Overview, Action Properties, Resources, Learn Interactions 2.0, Saving Data Across Pages, Grid Prefab, Saving Textfields, Variable with Native Control, Pomodoro","Variable, Value","","29","47","0.97978 s","362kb","111","442","","729","","","https://docs.createwithplay.com/en/articles/set-variable-action","7","15kb","2","169","0","0"
"Expression Editor - Createwithplay","https://docs.createwithplay.com/en/articles/expression-editor","","Expression Editor","Expression Output, Using the Expression Editor","Number Output, String Output, Boolean Output","","34","0","1.02386 s","353kb","42","562","","940","","","https://docs.createwithplay.com/en/articles/expression-editor","7","15kb","2","101","0","0"
"Project - Createwithplay","https://docs.createwithplay.com/en/articles/project-settings","Adjust preferences for your project's appearance, orientation, and more.","Project","Overview, Editor Appearance, Project Appearance, Orientation, Other Settings","Snap to Object","","24","72","0.60910 s","325kb","42","359","","210","","","https://docs.createwithplay.com/en/articles/project-settings","7","15kb","2","101","0","0"
"Add Objects - Createwithplay","https://docs.createwithplay.com/en/articles/add-objects","You'll construct your design using elements and components.","Add Objects","Overview, Add Objects","Add Elements, Add Components, Quick Add Menu","","28","59","0.81740 s","325kb","44","430","","220","","","https://docs.createwithplay.com/en/articles/add-objects","7","15kb","2","103","0","0"
"Instances - Createwithplay","https://docs.createwithplay.com/en/articles/component-instances","","Instances","Overview, Instance Overrides, Reset All Overrides, Push All Overrides, Detaching an Instance","","","26","0","0.87675 s","327kb","39","549","","578","","","https://docs.createwithplay.com/en/articles/component-instances","7","15kb","2","98","0","0"
"Components - Createwithplay","https://docs.createwithplay.com/en/articles/components","Components are reusable elements or groups of elements that help keep your design consistent.","Components","Overview, Create a Component, Add an Instance, Edit a Main Component","","","27","93","0.96085 s","333kb","38","573","","672","","","https://docs.createwithplay.com/en/articles/components","7","15kb","2","97","0","0"
"Preview - Createwithplay","https://docs.createwithplay.com/en/articles/preview","","Preview","Overview, Device, Bezel, Size","","","24","0","0.68312 s","331kb","37","412","","205","","","https://docs.createwithplay.com/en/articles/preview","7","15kb","2","96","0","0"
"Orientation - Createwithplay","https://docs.createwithplay.com/en/articles/orientation","Design for portrait, landscape, and orientation changes.","Orientation","Overview, Choosing an Initial Orientation, Prototyping with Orientation","Trigger Actions on Orientation Change, Conditions Based on Orientation","","28","56","0.74790 s","341kb","43","457","","222","","","https://docs.createwithplay.com/en/articles/orientation","7","15kb","2","102","0","0"
"Attribute Panels - Createwithplay","https://docs.createwithplay.com/en/articles/attribute-panels","Adjust the layout, position, and appearance in the attribute panels.","Attribute Panels","Overview, Element Settings, Layout, Position, Appearance","","","33","68","0.57796 s","327kb","45","390","","213","","","https://docs.createwithplay.com/en/articles/attribute-panels","7","15kb","2","104","0","0"
"Position - Createwithplay","https://docs.createwithplay.com/en/articles/position-panel","","Position","Overview, Pin To, Pin To Page, Offset X & Y, Z Depth","","","25","0","0.55130 s","311kb","39","360","","230","","","https://docs.createwithplay.com/en/articles/position-panel","7","15kb","2","98","0","0"
"Layout - Createwithplay","https://docs.createwithplay.com/en/articles/layout-panel","","Layout","Overview, Width & Height, Scale, Padding & Margin, 3D Transform, Clip To Bounds, User Interaction","Fill, Auto","","23","0","0.58854 s","326kb","48","669","","233","","","https://docs.createwithplay.com/en/articles/layout-panel","7","15kb","2","107","0","0"
"Appearance - Createwithplay","https://docs.createwithplay.com/en/articles/appearance-panel","Adjust object properties like color, radius, and opacity, and object effects.","Appearance","Overview, BG, Opacity, Corner Radius, Blend Modes, Compositing, Border, Shadow, Glass, Blur, Connect Edge Effect, UI Appearance","","","27","77","0.70144 s","379kb","56","1314","","251","","","https://docs.createwithplay.com/en/articles/appearance-panel","7","15kb","2","115","0","0"
"Events Panel - Createwithplay","https://docs.createwithplay.com/en/articles/events-panel","Define events for custom event interactions.","Events Panel","Overview, Create an Event, Edit an Event","","","29","44","0.82505 s","307kb","37","392","","209","","","https://docs.createwithplay.com/en/articles/events-panel","7","15kb","2","95","0","0"
"Styles - Createwithplay","https://docs.createwithplay.com/en/articles/styles","","Styles","Overview, Types of Styles","","","23","0","0.87195 s","315kb","38","324","","780","","","https://docs.createwithplay.com/en/articles/styles","7","15kb","2","97","0","0"
"Glass - Createwithplay","https://docs.createwithplay.com/en/articles/glass","An appearance property that adds a Liquid Glass effect to an object.","Glass","Overview, Glass Properties","Enabling Glass, Style, Interactivity, Tint, UI Appearance","","22","68","0.97406 s","369kb","44","455","","272","","","https://docs.createwithplay.com/en/articles/glass","7","15kb","2","103","0","0"
"Blur - Createwithplay","https://docs.createwithplay.com/en/articles/blur","","Blur","Overview, Material, Progressive Blur, Layer Blur","Blur Effect, Foreground, Appearance, Radius, Intensity Map, Invert, Radius","","21","0","0.97348 s","355kb","51","657","","261","","","https://docs.createwithplay.com/en/articles/blur","7","15kb","2","110","0","0"
"Play AI - Createwithplay","https://docs.createwithplay.com/en/articles/play-ai","","Play AI","Overview, Play AI Panel, Commands","Availability, Add Context, Best Practices, Generate, Design, Effect, Interaction, Prefab, Select, Command, Text, Image, Rename, Learn","","24","0","0.74333 s","351kb","66","904","","248","","","https://docs.createwithplay.com/en/articles/play-ai","7","15kb","2","124","0","0"
"Layers - Createwithplay","https://docs.createwithplay.com/en/articles/layers-panel","","Layers","Overview, The Layers Panel","Filtering the Layers Panel, Isolating a Selection","","23","0","1.07882 s","324kb","38","429","","224","","","https://docs.createwithplay.com/en/articles/layers-panel","7","15kb","2","97","0","0"
"Elements - Createwithplay","https://docs.createwithplay.com/en/articles/elements","","Elements","Overview, Adding an Element, Managing Elements","","","25","0","0.50422 s","319kb","38","523","","586","","","https://docs.createwithplay.com/en/articles/elements","7","15kb","2","97","0","0"
"Lobby - Createwithplay","https://docs.createwithplay.com/en/articles/lobby","When you first open the Play app on either your desktop or iPhone, you will be in the Lobby.","Lobby","Overview","Projects Tab, Drafts Tab, Team Dropdown, Members Tab, Explore Section: Learn, Tutorials, & Inspiration, The Notification Panel, Project Tab, Drafts Tab, Team Dropdown, Settings Tab","","22","92","1.80314 s","332kb","38","562","","49","","","https://docs.createwithplay.com/en/articles/lobby","7","15kb","2","97","0","0"
"Gradient Styles - Createwithplay","https://docs.createwithplay.com/en/articles/gradient-styles","","Gradient Styles","Overview, Gradient Styles in macOS, Gradient Styles in iOS","Adding Colors Along Your Gradient, Choosing the Gradient Type, Angle & Spread","","32","0","0.56183 s","322kb","41","491","","557","","","https://docs.createwithplay.com/en/articles/gradient-styles","7","15kb","2","100","0","0"
"System Colors - Createwithplay","https://docs.createwithplay.com/en/articles/system-colors","","System Colors","Overview, Use System Colors","","","30","0","0.64852 s","300kb","33","287","","557","","","https://docs.createwithplay.com/en/articles/system-colors","7","15kb","2","91","0","0"
"States - Createwithplay","https://docs.createwithplay.com/en/articles/component-states","","States","Overview, Adding a State, Managing States, Deleting States","From the Main Component, From a Component Instance, From the Main Component Editor, From the Canvas","","23","0","0.94351 s","326kb","46","561","","598","","","https://docs.createwithplay.com/en/articles/component-states","7","15kb","2","105","0","0"
"Navigation Bar - Createwithplay","https://docs.createwithplay.com/en/articles/nav-bar","","Navigation Bar","Overview, Add a Navigation Bar, Navigation Bar Properties, Managing Navigation Bar Items, Navigation Bar Visibility, Navigation Bar Interactions","macOS, iOS, Bar Style, Hide Nav Bar, Left & Right Bar Items, Prompt, Content Inset, Enable Back, Show Title On Subpage, Large Title Style, Small Title Style, Default Appearance, Scrolled Appearance","Blur Effect, Shadow, Tint, Bar Fill, Title Fill","31","0","0.96657 s","407kb","81","1249","","652","","","https://docs.createwithplay.com/en/articles/nav-bar","7","15kb","2","140","0","0"
"Tab Bar - Createwithplay","https://docs.createwithplay.com/en/articles/tab-bar","","Tab Bar","Overview, Adding a Tab Bar, Tab Bar Properties, Managing Tab Bar Items, Tab Bar Interactions, Custom Tab Bars, Apple Human Interface Guidelines for Tab Bars, Apple Developer Documentation for Tab Bars","Items, Label Style, Customize","Default Icon, Selected Icon, Title, Edit Badge, Link, More Menu, Blur Effect, Selected, Unselected, Bar Fill, Item Position, Title Gap","24","0","0.93900 s","390kb","71","888","","634","","","https://docs.createwithplay.com/en/articles/tab-bar","7","15kb","2","130","0","0"
"Color Styles - Createwithplay","https://docs.createwithplay.com/en/articles/color-styles","","Color Styles","Overview","Creating Dark and Light Mode Color Styles, Using Dark and Light Mode Color Styles","","29","0","1.06062 s","326kb","34","604","","560","","","https://docs.createwithplay.com/en/articles/color-styles","7","15kb","2","93","0","0"
"System Fonts - Createwithplay","https://docs.createwithplay.com/en/articles/system-fonts","","System Fonts","Overview, System Font Properties, System Styles, Accessibility","Design, Width, Accessibility for System, Accessibility for Custom Fonts","Scale Relative To, Bold Variant","29","0","0.73742 s","332kb","50","805","","623","","","https://docs.createwithplay.com/en/articles/system-fonts","7","15kb","2","109","0","0"
"Type Styles - Createwithplay","https://docs.createwithplay.com/en/articles/type-styles","","Type Styles","Overview","","","28","0","0.94275 s","318kb","33","565","","621","","","https://docs.createwithplay.com/en/articles/type-styles","7","15kb","2","92","0","0"
"Corner Radius Styles - Createwithplay","https://docs.createwithplay.com/en/articles/radius-styles","","Corner Radius Styles","Overview","","","37","0","0.78370 s","299kb","31","293","","542","","","https://docs.createwithplay.com/en/articles/radius-styles","7","15kb","2","89","0","0"
"Spacing Styles - Createwithplay","https://docs.createwithplay.com/en/articles/spacing-styles","","Spacing Styles","Overview","","","31","0","0.96327 s","313kb","31","444","","560","","","https://docs.createwithplay.com/en/articles/spacing-styles","7","15kb","2","90","0","0"
"Liquid Glass in Play - Createwithplay","https://docs.createwithplay.com/en/articles/liquid-glass","Using iOS26 features in Play.","Liquid Glass in Play","Overview, What’s Different in Play’s iOS 26?","Glass Effect, Glass Container, Scroll Edge Effect, Updated Nav Bar & Tab Bar, Updated UI Elements, New SF Symbols & Draw In/Out Effect, Concentric Corners","","37","29","0.80408 s","358kb","52","809","","565","","","https://docs.createwithplay.com/en/articles/liquid-glass","7","15kb","2","111","0","0"
"Import Library - Createwithplay","https://docs.createwithplay.com/en/articles/import-library","Keep projects consistent by importing a design system.","Import Library","Overview, How it works, Updating the Design System","Select the Project to Import, Select the Items to Import","","31","54","0.90888 s","334kb","38","515","","556","","","https://docs.createwithplay.com/en/articles/import-library","7","15kb","2","97","0","0"
"Event - Createwithplay","https://docs.createwithplay.com/en/articles/event-trigger","A single trigger that fires when an event occurs.","Event","Overview, Trigger Properties","Type, Location Event Properties, Is Enabled","Event, Event, Variable, Event, Event, Event, Event, Event","22","49","0.53897 s","372kb","74","777","","537","","","https://docs.createwithplay.com/en/articles/event-trigger","7","15kb","2","132","0","0"
"AI View - Createwithplay","https://docs.createwithplay.com/en/articles/ai-view","","AI View","Overview, Generate AI View, Edit AI View, Connect AI View to Play Prototype","","","24","0","1.15293 s","342kb","63","517","","442","","","https://docs.createwithplay.com/en/articles/ai-view","7","15kb","2","122","0","0"
